Fighter_Name,Height,Reach,Wins,Losses,Draws,Str_Acc,Str_Def,Wins_DQ,Wins_Decision,Wins_KO_TKO,Wins_Submission,Wins_Round_1,Wins_Round_2,Wins_Round_3,Wins_Round_4,Wins_Round_5
Tom Gallicchio,"5' 10""",0,19,10,0,26%,43%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joey Gambino,"5' 7""",0,9,2,0,35%,51%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mateusz Gamrot,"5' 10""","70.0""",25,4,0,51%,59%,0.0,4.0,3.0,1.0,1.0,3.0,3.0,0.0,1.0
Shamil Gamzatov,"6' 2""","76.0""",14,1,0,48%,51%,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Ryan Gandra,"6' 1""","74.0""",9,1,0,50%,81%,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Ciryl Gane,"6' 4""","81.0""",13,2,0,61%,60%,0.0,4.0,4.0,2.0,1.0,2.0,5.0,0.0,2.0
Tommy Gantt,"5' 11""","76.0""",11,0,0,100%,66%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eduardo Garagorri,"5' 9""","70.0""",13,2,0,51%,58%,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Cody Garbrandt,"5' 8""","65.0""",15,7,0,40%,58%,0.0,4.0,6.0,0.0,4.0,1.0,4.0,0.0,1.0
Alex Garcia,"5' 9""","72.0""",15,6,0,31%,59%,0.0,2.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0
Steve Garcia,"6' 0""","75.0""",19,5,0,49%,59%,0.0,1.0,7.0,0.0,4.0,3.0,1.0,0.0,0.0
Elias Garcia,"5' 5""","67.0""",6,2,0,27%,50%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rafa Garcia,"5' 7""","70.0""",18,4,0,45%,61%,0.0,4.0,1.0,1.0,0.0,1.0,5.0,0.0,0.0
Fernie Garcia,"5' 7""","67.0""",10,5,0,34%,48%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Azamat Gashimov,"5' 6""",0,8,3,0,21%,53%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kelvin Gastelum,"5' 9""","71.0""",21,10,0,42%,57%,0.0,9.0,3.0,2.0,3.0,1.0,10.0,0.0,0.0
Willie Gates,"5' 8""","72.0""",12,7,0,38%,38%,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Melissa Gatto,"5' 5""","69.0""",9,2,2,49%,54%,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0
Sean Gauci,"5' 5""","64.0""",10,1,0,59%,68%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ateba Gautier,"6' 4""","81.0""",10,1,0,48%,52%,0.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0
Manuel Gaxhja,"5' 8""",0,7,0,0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shamil Gaziev,"6' 4""","78.0""",14,2,0,47%,45%,0.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0
Karine Gevorgyan,"5' 4""","63.0""",3,3,0,20%,76%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yanis Ghemmouri,"5' 9""","69.0""",12,3,0,38%,35%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christos Giagos,"5' 10""","71.0""",20,12,0,41%,50%,0.0,3.0,1.0,2.0,2.0,1.0,3.0,0.0,0.0
Joe Giannetti,"6' 0""","74.0""",6,1,0,38%,40%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cody Gibson,"5' 10""","71.0""",22,12,0,46%,57%,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0
Chase Gibson,"5' 10""","72.0""",9,5,0,54%,52%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lance Gibson Jr.,"5' 9""","72.0""",9,2,0,41%,53%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thomas Gifford,"6' 1""","75.0""",14,9,0,37%,37%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joseph Gigliotti,"5' 11""",0,7,2,0,39%,45%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trevin Giles,"6' 0""","74.0""",16,7,0,54%,58%,0.0,4.0,3.0,0.0,0.0,1.0,6.0,0.0,0.0
Gregor Gillespie,"5' 7""","71.0""",14,1,0,52%,57%,0.0,1.0,4.0,2.0,2.0,4.0,1.0,0.0,0.0
Micheal Gillmore,"5' 11""","72.0""",6,5,0,57%,43%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Gilpin,"5' 7""",0,11,1,0,54%,42%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Max Gimenis,"6' 2""","75.0""",6,2,0,42%,47%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eperaim Ginting,"5' 4""","64.0""",6,1,0,0%,100%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ricky Glenn,"6' 0""","70.0""",22,9,2,42%,51%,0.0,3.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0
Ivan Gnizditskiy,0,0,5,0,0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Loopy Godinez,"5' 2""","61.0""",14,5,0,49%,62%,0.0,7.0,0.0,2.0,1.0,1.0,7.0,0.0,0.0
Billy Ray Goff,"5' 10""","72.0""",9,4,0,46%,59%,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Amiran Gogoladze,"6' 1""","74.0""",14,3,0,66%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hannah Goldy,"5' 4""","61.0""",6,4,0,47%,50%,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Marcelo Golm,"6' 3""","75.0""",6,3,0,58%,45%,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Denise Gomes,"5' 2""","63.0""",12,3,0,49%,51%,0.0,3.0,3.0,0.0,1.0,2.0,3.0,0.0,0.0
Joey Gomez,"5' 10""","73.0""",6,2,0,28%,55%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luis Gomez,"5' 7""","68.0""",4,1,0,33%,55%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joey Gomez,"5' 10""","71.0""",7,1,0,49%,50%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Edson Gomez,"5' 8""","69.0""",6,2,0,32%,45%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
William Gomis,"6' 0""","73.0""",15,3,0,49%,61%,0.0,4.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0
Justin Gonzales,"5' 9""","72.0""",6,0,0,80%,43%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lewis Gonzalez,"5' 10""",0,11,3,0,37%,41%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jason Gonzalez,"6' 2""","74.0""",11,5,0,39%,58%,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Pearl Gonzalez,"5' 4""",0,6,3,0,37%,57%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Erick Gonzalez,"5' 11""","75.0""",14,8,0,36%,40%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jared Gooden,"6' 0""","77.0""",23,10,0,48%,45%,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Jared Gordon,"5' 9""","68.0""",21,8,0,53%,55%,0.0,6.0,3.0,0.0,2.0,1.0,6.0,0.0,0.0
Tebaris Gordon,"6' 1""",0,3,1,0,16%,22%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Malcolm Gordon,"5' 7""","71.0""",14,8,0,45%,43%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
Tresean Gore,"6' 0""","75.0""",6,4,0,42%,40%,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0
Alex Gorgees,"6' 2""","74.0""",6,1,0,32%,38%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Themba Gorimbo,"6' 1""","77.0""",14,6,0,60%,51%,0.0,3.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0
Thibault Gouti,"5' 10""","72.0""",12,5,0,34%,50%,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Patryk Grabowski,0,0,5,1,0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kron Gracie,"5' 9""","70.0""",5,3,0,42%,51%,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Bogdan Grad,"5' 8""","70.0""",15,4,0,51%,49%,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Miranda Granger,"5' 7""","68.0""",7,3,0,47%,57%,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Alexa Grasso,"5' 5""","66.0""",16,5,1,41%,58%,0.0,6.0,0.0,2.0,1.0,0.0,5.0,1.0,1.0
Tony Gravely,"5' 5""","69.0""",23,9,0,48%,44%,0.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0
Michael Graves,"5' 10""","71.0""",6,0,1,54%,58%,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
James Gray,"5' 9""",0,4,1,0,50%,44%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
King Green,"5' 10""","71.0""",34,17,1,53%,62%,0.0,9.0,4.0,2.0,3.0,1.0,11.0,0.0,0.0
Desmond Green,"5' 10""","73.0""",23,8,0,46%,69%,0.0,3.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0
Gabe Green,"5' 10""","73.0""",12,5,0,45%,47%,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0
Jordan Griffin,"5' 10""","73.0""",18,9,0,46%,50%,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Charalampos Grigoriou,"5' 7""","67.0""",8,5,0,48%,46%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Grispi,"5' 11""","74.0""",14,5,0,41%,50%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Garrett Gross,"5' 9""",0,11,7,0,45%,46%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Grundy,"5' 7""","72.0""",12,4,0,45%,56%,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Anthony Guarascio,"6' 2""","72.0""",3,1,0,28%,35%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fabricio Guerreiro,"5' 10""",0,21,5,0,31%,67%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rainn Guerrero,"5' 6""","65.0""",5,2,0,33%,50%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luis Gurule,"5' 5""","64.0""",10,3,0,40%,59%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bogdan Guskov,"6' 3""","76.0""",18,3,1,55%,44%,0.0,0.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0
Gugun Gusman,"5' 7""","68.0""",8,4,0,27%,41%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexander Gustafsson,"6' 5""","79.0""",18,8,0,40%,51%,0.0,3.0,5.0,2.0,3.0,3.0,3.0,0.0,1.0
Andreas Gustafsson,"6' 1""","73.0""",12,3,0,71%,45%,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Horacio Gutierrez,"5' 10""",0,4,3,0,26%,46%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Gutierrez,"5' 9""","67.0""",22,7,2,57%,63%,0.0,7.0,3.0,0.0,1.0,2.0,7.0,0.0,0.0
Mando Gutierrez,"5' 6""","70.0""",7,2,0,75%,50%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chelsea Hackett,"5' 4""","66.0""",3,1,1,51%,46%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cody Haddon,"5' 7""","69.0""",8,1,0,51%,64%,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Jake Hadley,"5' 7""","70.0""",11,4,0,43%,61%,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
Damir Hadzovic,"5' 9""","70.0""",14,8,0,47%,59%,0.0,2.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0
Bassil Hafez,"5' 11""","72.0""",9,4,1,38%,41%,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Theo Haig,"6' 2""","77.0""",6,1,0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yazan Hajeh,"5' 9""",0,6,1,0,25%,44%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Piotr Hallmann,"5' 9""","71.0""",18,6,0,45%,58%,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0
Brandon Halsey,"6' 0""",0,9,3,0,47%,65%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Seo Hee Ham,"5' 2""","62.0""",17,8,0,39%,61%,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Rami Hamed,"6' 1""","71.0""",13,3,0,51%,50%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CJ Hamilton,"5' 7""","68.0""",11,4,0,31%,58%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chad Hanekom,"6' 4""","74.0""",9,3,0,47%,33%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kay Hansen,"5' 2""","63.0""",7,6,0,50%,51%,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Nasrat Haqparast,"5' 10""","72.0""",18,6,0,45%,63%,0.0,8.0,2.0,0.0,1.0,1.0,8.0,0.0,0.0
Shin Haraguchi,"5' 5""","68.0""",8,2,0,63%,43%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
George Hardwick,"5' 10""","72.0""",12,2,0,38%,71%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harry Hardwick,"5' 8""","71.0""",13,4,1,34%,40%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Veronica Hardy,"5' 4""","64.0""",10,5,1,45%,50%,0.0,4.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0
Greg Hardy,"6' 5""","80.0""",7,5,0,50%,55%,0.0,1.0,3.0,0.0,2.0,1.0,1.0,0.0,0.0
Tobias Harila,0,0,12,3,0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josiah Harrell,"5' 7""","68.0""",11,1,0,50%,29%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carlston Harris,"6' 0""","76.0""",19,7,0,43%,54%,0.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0
Kayla Harrison,"5' 8""","66.0""",19,1,0,62%,66%,0.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0
Collin Hart,"6' 1""",0,6,3,1,44%,51%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joey Hart,"6' 3""","79.0""",6,2,0,34%,45%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ahmad Hassanzada,"6' 1""","75.0""",11,3,0,39%,38%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John Hathaway,"6' 1""","75.0""",17,2,0,40%,62%,0.0,6.0,1.0,0.0,1.0,0.0,6.0,0.0,0.0
Phil Hawes,"6' 0""","77.0""",12,6,0,59%,55%,0.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0
Chris Heatherly,"5' 9""",0,9,4,0,45%,52%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Donavon Hedrick,"5' 11""","76.0""",6,1,0,47%,61%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ian Heinisch,"5' 11""","72.0""",14,5,0,50%,59%,0.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0
Marcin Held,"5' 9""","71.0""",23,7,0,34%,47%,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Cory Hendricks,"6' 3""",0,3,1,0,39%,42%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luis Henrique,"6' 2""","74.0""",10,5,0,43%,47%,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0
Jose Henrique,"6' 3""","79.0""",5,1,0,43%,38%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paulo Henrique,"5' 7""","69.0""",12,2,0,32%,61%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diego Henrique da Silva,"6' 2""",0,8,4,0,57%,30%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danny Henry,"6' 0""","73.0""",12,4,0,51%,45%,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
Victor Henry,"5' 7""","68.0""",25,7,0,53%,48%,0.0,3.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0
Jai Herbert,"6' 1""","77.0""",13,6,1,40%,53%,0.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0
Jack Hermansson,"6' 1""","77.0""",24,10,0,45%,56%,0.0,5.0,3.0,3.0,5.0,0.0,4.0,0.0,2.0
Ramiro Hernandez,"5' 9""",0,19,9,0,28%,64%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexander Hernandez,"5' 9""","72.0""",18,8,0,40%,59%,0.0,5.0,5.0,0.0,4.0,1.0,5.0,0.0,0.0
Anthony Hernandez,"6' 0""","75.0""",15,3,0,60%,51%,0.0,2.0,2.0,5.0,0.0,3.0,4.0,1.0,1.0
Nohelin Hernandez,"5' 10""","71.0""",9,4,0,34%,52%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carlos Hernandez,"5' 8""","67.0""",10,5,0,45%,50%,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Leslie Hernandez,"5' 3""","64.0""",4,2,0,58%,55%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Geane Herrera,"5' 5""","66.0""",9,3,0,31%,52%,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Alvaro Herrera Mendoza,"6' 0""","74.0""",9,6,0,38%,55%,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Clint Hester,"6' 2""","77.0""",11,6,0,42%,56%,0.0,2.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0
Jimy Hettes,"5' 9""","71.0""",11,3,0,57%,57%,0.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0
Brady Hiestand,"5' 8""","71.0""",9,2,0,50%,51%,0.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0
Tyler Hill,"6' 3""",0,8,2,0,39%,47%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jamahal Hill,"6' 4""","79.0""",12,4,0,51%,44%,0.0,2.0,4.0,0.0,2.0,1.0,1.0,1.0,1.0
Kailan Hill,"6' 1""","77.0""",4,1,0,53%,37%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alvin Hines,"6' 2""","74.0""",7,1,0,31%,38%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
An Tuan Ho,"5' 6""","66.0""",6,2,0,35%,55%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kwan Ho Kwak,"5' 5""",0,9,2,0,41%,47%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Hobar,"5' 10""","70.0""",9,3,0,42%,52%,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Chris Hofmann,"6' 0""","72.0""",9,2,0,45%,35%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Hokit,"6' 1""","73.0""",8,0,0,66%,66%,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
Chris Holdsworth,"5' 11""",0,6,0,0,29%,58%,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Kevin Holland,"6' 3""","81.0""",28,15,0,49%,50%,0.0,4.0,5.0,6.0,5.0,3.0,7.0,0.0,0.0
Max Holloway,"5' 11""","69.0""",27,9,0,48%,58%,0.0,10.0,11.0,2.0,2.0,2.0,12.0,1.0,6.0
Gabrielle Holloway,"5' 3""",0,6,5,0,42%,34%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joseph Holmes,"6' 4""","80.0""",8,4,0,53%,54%,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Brandon Holmes,"6' 2""","74.0""",5,1,0,45%,50%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kurt Holobaugh,"5' 11""","70.0""",22,10,0,44%,49%,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Paddy Holohan,"5' 10""","69.0""",12,2,1,46%,46%,0.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0
Sabah Homasi,"6' 0""","72.0""",11,8,0,48%,47%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Honeycutt,"5' 10""","73.0""",9,1,0,44%,66%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JunYoung Hong,"5' 9""","69.0""",13,8,1,39%,48%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SeongChan Hong,"5' 7""","69.0""",9,2,0,55%,47%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lorenzo Hood,"6' 3""","80.0""",14,5,0,61%,11%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dan Hooker,"6' 0""","75.0""",24,14,0,48%,49%,0.0,5.0,7.0,2.0,5.0,3.0,5.0,0.0,1.0
Chase Hooper,"6' 1""","74.0""",16,4,1,49%,39%,0.0,2.0,2.0,4.0,3.0,1.0,4.0,0.0,0.0
Darrell Horcher,"5' 10""","70.0""",13,4,0,44%,39%,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Yoshinori Horie,"5' 8""","70.0""",8,2,0,49%,48%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyoji Horiguchi,"5' 4""","63.0""",36,5,0,47%,63%,0.0,6.0,2.0,1.0,1.0,1.0,7.0,0.0,0.0
Yuma Horiuchi,"5' 6""","67.0""",9,5,0,30%,35%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Horodecki,"5' 9""","69.0""",21,7,1,41%,65%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jamey-Lyn Horth,"5' 7""","66.0""",9,2,0,55%,63%,0.0,3.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0
Trey Houston,"5' 11""",0,11,4,0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hu Yaozong,"6' 3""","72.0""",3,3,0,48%,35%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carlos Huachin,"5' 4""","67.0""",10,5,1,21%,50%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brady Huang,"5' 9""","69.0""",11,2,0,37%,30%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yuele Huang,0,0,13,0,0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Huang Feier,"5' 5""","65.0""",14,8,0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austin Hubbard,"5' 10""","71.0""",17,10,0,42%,55%,0.0,3.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0
Collin Huckbody,"6' 3""","76.0""",8,2,0,60%,42%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Huddleston,"6' 7""",0,6,2,0,42%,67%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeff Hughes,"6' 2""","77.0""",10,4,0,51%,60%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sam Hughes,"5' 5""","64.0""",11,6,0,46%,58%,0.0,4.0,1.0,1.0,0.0,1.0,5.0,0.0,0.0
Victor Hugo,"5' 7""","71.0""",25,5,0,44%,56%,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Dominik Humburger,0,0,8,1,0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harry Hunsucker,"6' 2""","75.0""",7,6,0,52%,42%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Young Hwang,"5' 9""",0,8,5,0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
In Su Hwang,"5' 11""","74.0""",8,2,0,46%,44%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al Iaquinta,"5' 10""","70.0""",14,7,1,40%,61%,0.0,5.0,4.0,0.0,1.0,2.0,5.0,0.0,1.0
Khadis Ibragimov,"6' 3""","78.0""",8,4,0,49%,47%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alibi Idiris,"5' 6""","68.0""",12,1,0,44%,60%,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Dan Ige,"5' 7""","71.0""",19,11,0,45%,56%,0.0,5.0,5.0,1.0,4.0,1.0,6.0,0.0,0.0
Zelim Imadaev,"6' 0""","76.0""",8,3,0,36%,43%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nassourdine Imavov,"6' 3""","75.0""",17,4,0,54%,58%,0.0,5.0,4.0,0.0,0.0,3.0,3.0,1.0,2.0
Michael Imperato,"5' 7""","66.0""",12,7,0,48%,60%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rui Imura,"5' 10""","69.0""",12,5,0,33%,33%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Indich,"5' 10""",0,6,4,0,30%,43%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Naoki Inoue,"5' 9""","71.0""",11,1,0,35%,60%,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Issa Isakov,"5' 9""","70.0""",10,3,0,36%,40%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Teruto Ishihara,"5' 7""","69.0""",10,7,2,44%,53%,0.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0
Satoshi Ishii,"5' 11""",0,15,8,1,36%,63%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
